,date,actions
3063,2023-02-05,[0]
3064,2023-02-06,[0]
3065,2023-02-07,[0]
3066,2023-02-08,[0]
3067,2023-02-09,[0]
3068,2023-02-10,[0]
3069,2023-02-11,[0]
3070,2023-02-12,[0]
3071,2023-02-13,[0]
3072,2023-02-14,[0]
3073,2023-02-15,[0]
3074,2023-02-16,[0]
3075,2023-02-17,[0]
3076,2023-02-18,[0]
3077,2023-02-19,[0]
3078,2023-02-20,[0]
3079,2023-02-21,[0]
3080,2023-02-22,[0]
3081,2023-02-23,[0]
3082,2023-02-24,[0]
3083,2023-02-25,[0]
3084,2023-02-26,[0]
3085,2023-02-27,[0]
3086,2023-02-28,[0]
3087,2023-03-01,[0]
3088,2023-03-02,[0]
3089,2023-03-03,[0]
3090,2023-03-04,[0]
3091,2023-03-05,[0]
3092,2023-03-06,[0]
3093,2023-03-07,[0]
3094,2023-03-08,[0]
3095,2023-03-09,[0]
3096,2023-03-10,[0]
3097,2023-03-11,[0]
3098,2023-03-12,[0]
3099,2023-03-13,[0]
3100,2023-03-14,[0]
3101,2023-03-15,[0]
3102,2023-03-16,[0]
3103,2023-03-17,[0]
3104,2023-03-18,[0]
3105,2023-03-19,[0]
3106,2023-03-20,[0]
3107,2023-03-21,[0]
3108,2023-03-22,[0]
3109,2023-03-23,[0]
3110,2023-03-24,[0]
3111,2023-03-25,[0]
3112,2023-03-26,[0]
3113,2023-03-27,[0]
3114,2023-03-28,[0]
3115,2023-03-29,[0]
3116,2023-03-30,[0]
3117,2023-03-31,[0]
3118,2023-04-01,[0]
3119,2023-04-02,[0]
3120,2023-04-03,[0]
3121,2023-04-04,[0]
3122,2023-04-05,[0]
3123,2023-04-06,[0]
3124,2023-04-07,[0]
3125,2023-04-08,[0]
3126,2023-04-09,[0]
3127,2023-04-10,[0]
3128,2023-04-11,[0]
3129,2023-04-12,[0]
3130,2023-04-13,[0]
3131,2023-04-14,[0]
3132,2023-04-15,[0]
3133,2023-04-16,[0]
3134,2023-04-17,[0]
3135,2023-04-18,[0]
3136,2023-04-19,[0]
3137,2023-04-20,[0]
3138,2023-04-21,[0]
3139,2023-04-22,[0]
3140,2023-04-23,[0]
3141,2023-04-24,[0]
3142,2023-04-25,[0]
3143,2023-04-26,[0]
3144,2023-04-27,[0]
3145,2023-04-28,[0]
3146,2023-04-29,[0]
3147,2023-04-30,[0]
3148,2023-05-01,[0]
3149,2023-05-02,[0]
3150,2023-05-03,[0]
3151,2023-05-04,[0]
3152,2023-05-05,[0]
3153,2023-05-06,[0]
3154,2023-05-07,[0]
3155,2023-05-08,[0]
3156,2023-05-09,[0]
3157,2023-05-10,[0]
3158,2023-05-11,[0]
3159,2023-05-12,[0]
3160,2023-05-13,[0]
3161,2023-05-14,[0]
3162,2023-05-15,[0]
3163,2023-05-16,[0]
3164,2023-05-17,[0]
3165,2023-05-18,[0]
3166,2023-05-19,[0]
3167,2023-05-20,[0]
3168,2023-05-21,[0]
3169,2023-05-22,[0]
3170,2023-05-23,[0]
3171,2023-05-24,[0]
3172,2023-05-25,[0]
3173,2023-05-26,[0]
3174,2023-05-27,[0]
3175,2023-05-28,[0]
3176,2023-05-29,[0]
3177,2023-05-30,[0]
3178,2023-05-31,[0]
3179,2023-06-01,[0]
3180,2023-06-02,[0]
3181,2023-06-03,[0]
3182,2023-06-04,[0]
3183,2023-06-05,[0]
3184,2023-06-06,[0]
3185,2023-06-07,[0]
3186,2023-06-08,[0]
3187,2023-06-09,[0]
3188,2023-06-10,[0]
3189,2023-06-11,[0]
3190,2023-06-12,[0]
3191,2023-06-13,[0]
3192,2023-06-14,[0]
3193,2023-06-15,[0]
3194,2023-06-16,[0]
3195,2023-06-17,[0]
3196,2023-06-18,[0]
3197,2023-06-19,[0]
3198,2023-06-20,[0]
3199,2023-06-21,[0]
3200,2023-06-22,[0]
3201,2023-06-23,[0]
3202,2023-06-24,[0]
3203,2023-06-25,[0]
3204,2023-06-26,[0]
3205,2023-06-27,[0]
3206,2023-06-28,[0]
3207,2023-06-29,[0]
3208,2023-06-30,[0]
3209,2023-07-01,[0]
3210,2023-07-02,[0]
3211,2023-07-03,[0]
3212,2023-07-04,[0]
3213,2023-07-05,[0]
3214,2023-07-06,[0]
3215,2023-07-07,[0]
3216,2023-07-08,[0]
3217,2023-07-09,[0]
3218,2023-07-10,[0]
3219,2023-07-11,[0]
3220,2023-07-12,[0]
3221,2023-07-13,[0]
3222,2023-07-14,[0]
3223,2023-07-15,[0]
3224,2023-07-16,[0]
3225,2023-07-17,[0]
3226,2023-07-18,[0]
3227,2023-07-19,[0]
3228,2023-07-20,[0]
3229,2023-07-21,[0]
3230,2023-07-22,[0]
3231,2023-07-23,[0]
3232,2023-07-24,[0]
3233,2023-07-25,[0]
3234,2023-07-26,[0]
3235,2023-07-27,[0]
3236,2023-07-28,[0]
3237,2023-07-29,[0]
3238,2023-07-30,[0]
3239,2023-07-31,[0]
3240,2023-08-01,[0]
3241,2023-08-02,[0]
3242,2023-08-03,[0]
3243,2023-08-04,[0]
3244,2023-08-05,[0]
3245,2023-08-06,[0]
3246,2023-08-07,[0]
3247,2023-08-08,[0]
3248,2023-08-09,[0]
3249,2023-08-10,[0]
3250,2023-08-11,[0]
3251,2023-08-12,[0]
3252,2023-08-13,[0]
3253,2023-08-14,[0]
3254,2023-08-15,[0]
3255,2023-08-16,[0]
3256,2023-08-17,[0]
3257,2023-08-18,[0]
3258,2023-08-19,[0]
3259,2023-08-20,[0]
3260,2023-08-21,[0]
3261,2023-08-22,[0]
3262,2023-08-23,[0]
3263,2023-08-24,[0]
3264,2023-08-25,[0]
3265,2023-08-26,[0]
3266,2023-08-27,[0]
3267,2023-08-28,[0]
3268,2023-08-29,[0]
3269,2023-08-30,[0]
3270,2023-08-31,[0]
3271,2023-09-01,[0]
3272,2023-09-02,[0]
3273,2023-09-03,[0]
3274,2023-09-04,[0]
3275,2023-09-05,[0]
3276,2023-09-06,[0]
3277,2023-09-07,[0]
3278,2023-09-08,[0]
3279,2023-09-09,[0]
3280,2023-09-10,[0]
3281,2023-09-11,[0]
3282,2023-09-12,[0]
3283,2023-09-13,[0]
3284,2023-09-14,[0]
3285,2023-09-15,[0]
3286,2023-09-16,[0]
3287,2023-09-17,[0]
3288,2023-09-18,[0]
3289,2023-09-19,[0]
3290,2023-09-20,[0]
3291,2023-09-21,[0]
3292,2023-09-22,[0]
3293,2023-09-23,[0]
3294,2023-09-24,[0]
3295,2023-09-25,[0]
3296,2023-09-26,[0]
3297,2023-09-27,[0]
3298,2023-09-28,[0]
3299,2023-09-29,[0]
3300,2023-09-30,[0]
3301,2023-10-01,[0]
3302,2023-10-02,[0]
3303,2023-10-03,[0]
3304,2023-10-04,[0]
3305,2023-10-05,[0]
3306,2023-10-06,[0]
3307,2023-10-07,[0]
3308,2023-10-08,[0]
3309,2023-10-09,[0]
3310,2023-10-10,[0]
3311,2023-10-11,[0]
3312,2023-10-12,[0]
3313,2023-10-13,[0]
3314,2023-10-14,[0]
3315,2023-10-15,[0]
3316,2023-10-16,[0]
3317,2023-10-17,[0]
3318,2023-10-18,[0]
3319,2023-10-19,[0]
3320,2023-10-20,[0]
3321,2023-10-21,[0]
3322,2023-10-22,[0]
3323,2023-10-23,[0]
3324,2023-10-24,[0]
3325,2023-10-25,[0]
3326,2023-10-26,[0]
3327,2023-10-27,[0]
3328,2023-10-28,[0]
3329,2023-10-29,[0]
3330,2023-10-30,[0]
3331,2023-10-31,[0]
3332,2023-11-01,[0]
3333,2023-11-02,[0]
3334,2023-11-03,[0]
3335,2023-11-04,[0]
3336,2023-11-05,[0]
3337,2023-11-06,[0]
3338,2023-11-07,[0]
3339,2023-11-08,[0]
3340,2023-11-09,[0]
3341,2023-11-10,[0]
3342,2023-11-11,[0]
3343,2023-11-12,[0]
3344,2023-11-13,[0]
3345,2023-11-14,[0]
3346,2023-11-15,[0]
3347,2023-11-16,[0]
3348,2023-11-17,[0]
3349,2023-11-18,[0]
3350,2023-11-19,[0]
3351,2023-11-20,[0]
3352,2023-11-21,[0]
3353,2023-11-22,[0]
3354,2023-11-23,[0]
3355,2023-11-24,[0]
3356,2023-11-25,[0]
3357,2023-11-26,[0]
3358,2023-11-27,[0]
3359,2023-11-28,[0]
3360,2023-11-29,[0]
3361,2023-11-30,[0]
3362,2023-12-01,[0]
3363,2023-12-02,[0]
3364,2023-12-03,[0]
3365,2023-12-04,[0]
3366,2023-12-05,[0]
3367,2023-12-06,[0]
3368,2023-12-07,[0]
3369,2023-12-08,[0]
3370,2023-12-09,[0]
3371,2023-12-10,[0]
3372,2023-12-11,[0]
3373,2023-12-12,[0]
3374,2023-12-13,[0]
3375,2023-12-14,[0]
3376,2023-12-15,[0]
3377,2023-12-16,[0]
3378,2023-12-17,[0]
3379,2023-12-18,[0]
3380,2023-12-19,[0]
3381,2023-12-20,[0]
3382,2023-12-21,[0]
3383,2023-12-22,[0]
3384,2023-12-23,[0]
3385,2023-12-24,[0]
3386,2023-12-25,[0]
3387,2023-12-26,[0]
3388,2023-12-27,[0]
3389,2023-12-28,[0]
3390,2023-12-29,[0]
3391,2023-12-30,[0]
